"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "protein" "chr"
"evgLocus_273024" 198.766496347047 10.9339533000746 2.64057066444649 4.1407539087262 3.4616619019557e-05 0.000362550647815116 "." "chr_11"
"evgLocus_310713" 51.4496154764948 4.25611192515406 1.02818378949919 4.13944663261723 3.48144574906824e-05 0.000364388338491808 "TXND_THEPA" NA
"evgLocus_757870" 50.1306520775024 6.28475202926051 1.51936272141444 4.13643953526105 3.5273624535975e-05 0.000368483803202623 "." "chr_08"
"evgLocus_120275" 33.6587266841378 6.98612379567906 1.68942189609179 4.13521560945809 3.54621529852715e-05 0.00036950519738844 "." NA
"evgLocus_751350" 33.6843495379477 6.98734082672857 1.69131312728554 4.13131117709873 3.60699911637493e-05 0.000374640227100014 "." "chr_03"
"evgLocus_423095" 49.9005154182946 5.18694310716375 1.25595943432735 4.12986515758107 3.62976062358475e-05 0.000376284414485686 "DDX17_DROME" "chr_07"
"evgLocus_144122" 46.4270951180544 8.837158319572 2.14214082632003 4.12538625425169 3.70113070523362e-05 0.000381691520644046 "LRP1B_HUMAN" "chr_10"
"evgLocus_604678" 34.0960546960287 3.79093136294615 0.918986113482292 4.12512366327416 3.70535609811025e-05 0.000381691520644046 "." "chr_23"
"evgLocus_275949" 101.66295196361 4.44880880831549 1.07865067211123 4.12442037384346 3.71669540953875e-05 0.000382617581793604 "." NA
"evgLocus_266396" 91.420836233386 5.34577437626022 1.29623939752268 4.12406410920456 3.72245211709816e-05 0.000382968131263807 "." "chr_20"
"evgLocus_120216" 71.3634972608461 3.86193369888428 0.936557936614611 4.12353955682022 3.73094351411702e-05 0.000383599407013319 "BAEE_BOMMO" "chr_08"
"evgLocus_283076" 197.351267025846 7.10944539789983 1.72459676297453 4.12238127226778 3.74975887855103e-05 0.000385290681994209 "." "chr_08"
"evgLocus_559773" 448.2626756921 4.20986168918255 1.02127754244366 4.12215241618788 3.75348709604083e-05 0.000385430585410598 "." "chr_Z"
"evgLocus_201750" 2447.92847142454 3.54011362105836 0.859276974216211 4.11987488002628 3.79078193869893e-05 0.00038828097266447 "." "chr_08"
"evgLocus_379671" 23.153432695182 7.83409898244894 1.9014810083477 4.11999854221863 3.78874796130283e-05 0.00038828097266447 "COA5_XENTR" "chr_18"
"evgLocus_155908" 116.362137621278 6.47038657281553 1.57074164568048 4.11931942506841 3.79993077060756e-05 0.000388973428850501 "NDUA7_MOUSE" "chr_02"
"evgLocus_226388" 54.109824644362 5.87766278655194 1.4271198517869 4.11854882348704 3.81265797209805e-05 0.000389541704727659 "." "chr_08"
"evgLocus_790563" 93.224317720743 5.69132429635058 1.38220439192953 4.11757069329348 3.82887098468803e-05 0.000390810403956209 "SQD_DROME" NA
"evgLocus_760117" 137.578450235279 5.31501589991759 1.29115662507837 4.11647649609897 3.8470854159622e-05 0.000392320808292802 "." "chr_11"
"evgLocus_821883" 239.140515301615 3.37072193582643 0.818965999553236 4.11582646613563 3.85794497886742e-05 0.000393182052101595 "G3BP2_PONAB" "chr_03"
"evgLocus_310287" 2355.41646217909 4.57612468747958 1.11192736248729 4.1154888726213 3.86359637396558e-05 0.000393328013462033 "JUPIT_DROMO" "chr_09"
"evgLocus_474856" 40.9083223639837 8.65488279210013 2.10302099349378 4.11545239865707 3.86420742686511e-05 0.000393328013462033 "CDR2L_HUMAN" "chr_20"
"evgLocus_409657" 86.3922857309082 4.68465528030568 1.13842695853549 4.1150248992102 3.87137622044022e-05 0.000393811574803806 "." NA
"evgLocus_376864" 44.4616916037592 5.294073097315 1.28672624557514 4.11437406792666 3.88231433718316e-05 0.000394677723441728 "." "chr_Z"
"evgLocus_125486" 24.4094376502951 7.90615582078604 1.92238998752532 4.11267009924639 3.91109098217826e-05 0.000396612875066969 "CHCH1_MOUSE" "chr_14"
"evgLocus_485941" 453.216158279755 3.65092225496628 0.887724662496749 4.11267413107344 3.9110226543049e-05 0.000396612875066969 "PAIRB_RAT" "chr_20"
"evgLocus_885531" 16.3293522988804 7.32928807831117 1.78207305762732 4.11278765869987 3.9090991525665e-05 0.000396612875066969 "SYWM_MOUSE" "chr_07"
"evgLocus_297983" 195.720138551415 3.29565213603016 0.801697588998677 4.11084201980256 3.94218866509804e-05 0.000399269182834494 "." NA
"evgLocus_476833" 18.4495013811491 7.50278748949335 1.82592361429149 4.109036890026 3.97312612041345e-05 0.000401902683211512 "RTRAF_PONAB" "chr_17"
"evgLocus_303721" 51.5301538035002 6.20212116858217 1.50986948699612 4.10772005262606 3.99584011827806e-05 0.000403410481431489 "." "chr_10"
"evgLocus_758382" 90.2088675268173 9.79388246016497 2.38433285492927 4.10759866849861 3.9979400529929e-05 0.000403410481431489 "." "chr_10"
"evgLocus_315835" 112.938368975532 7.65888100306171 1.8660621186843 4.10430120539704 4.0553881724706e-05 0.000408700815450842 "." "chr_07"
"evgLocus_659336" 17.7299670693645 7.4466251616998 1.81500655864251 4.1028089547342 4.08164271247495e-05 0.000410584516463045 "RUVB2_AEDAE" NA
"evgLocus_611529" 117.205841046324 8.81441246608115 2.14874565402042 4.10211997385027 4.09381893810935e-05 0.000411555155716351 "." "chr_01"
"evgLocus_441590" 1125.12396503792 7.18455396001206 1.7521077171382 4.10052069843452 4.12221561734598e-05 0.000413389184384831 "." "chr_14"
"evgLocus_762846" 107.609439250844 3.77333352245404 0.920189633450174 4.10060425078496 4.1207274492158e-05 0.000413389184384831 "." "chr_14"
"evgLocus_279557" 76.3338712764816 3.44308789787834 0.839838258575305 4.09970355925338 4.13679675825804e-05 0.000414341156242254 "POK_DROME" "chr_17"
"evgLocus_468725" 15081.8720226509 4.91406082099575 1.19913432478063 4.09800697006546 4.16722735708727e-05 0.000416876319026556 "." "chr_13"
"evgLocus_161938" 254.303981609318 8.51849135834451 2.07905283637117 4.09729431081362 4.1800730963372e-05 0.000417904668182613 "PEBPH_CAEEL" "chr_23"
"evgLocus_282036" 86.4164922631382 4.62085419603169 1.12790296522412 4.09685437356174 4.18802174540239e-05 0.000418185911377213 "." "chr_08"
"evgLocus_583418" 407.391194456989 4.31936044479401 1.05430534408471 4.09687807145075 4.18759321415284e-05 0.000418185911377213 "CX6B1_TARSY" NA
"evgLocus_609395" 432.460179628066 4.44618337705846 1.08545440241498 4.09614937962051 4.20078926681272e-05 0.000419188149065237 "." "chr_03"
"evgLocus_322622" 38.0730399457854 4.7962012685579 1.17107839841265 4.09554242914817 4.21181078358981e-05 0.000419789170266485 "DDB1_RAT" "chr_08"
"evgLocus_300779" 104.218366522611 5.87239735844619 1.43457175948357 4.09348456752014 4.24938371564704e-05 0.000423275004238702 "." "chr_04"
"evgLocus_828442" 45.7066125491197 3.49658412739438 0.854361225297113 4.0926297025926 4.26508534417028e-05 0.000424319975046776 "." "chr_22"
"evgLocus_360095" 152.703462309138 3.8607840142646 0.943432423666231 4.09227403830512 4.27163416517139e-05 0.000424712051367407 "." "chr_01"
"evgLocus_265029" 337.35680044652 2.74043966045058 0.669761689362676 4.0916638021776 4.28289262951773e-05 0.000425571625163671 "TCP4_DROME" "chr_19"
"evgLocus_760980" 36.6316447625376 6.24023794509586 1.52529568853046 4.09116605522436 4.29209657968851e-05 0.000426226127419555 "AN13D_MOUSE" "chr_12"
"evgLocus_282513" 25.0872449085876 7.95010994622024 1.94382573800834 4.0899293546581 4.31504598104184e-05 0.00042798318420979 "RM45_DROME" NA
"evgLocus_225157" 88.9094128064358 5.6908754191313 1.39198864149649 4.08830593115557 4.34534851937866e-05 0.000430726390667078 "CUPP_BOMMO" NA
"evgLocus_143531" 337.203579267124 4.37013223820163 1.06903676796759 4.08791574728525 4.35266165335584e-05 0.000431188854541078 "TPM2_BOMMO" "chr_04"
"evgLocus_425539" 132.523725487459 3.48383625387816 0.852587300804056 4.08619299231015 4.38509068573322e-05 0.00043387355351064 "RT06_DROME" "chr_17"
"evgLocus_477620" 55.1928084773216 3.63610996725343 0.890668350485087 4.08245107763522 4.45631950091273e-05 0.000439852238738574 "." "chr_17"
"evgLocus_313507" 31.4071113299603 8.27164751898092 2.02697717192987 4.08077981021638 4.48848601225003e-05 0.000442490818374722 "." "chr_16"
"evgLocus_674139" 93.5049974078218 5.53061357856463 1.35538650195569 4.08046971884736 4.49447844014335e-05 0.000442813526171656 "AK2E4_BOMMO" NA
"evgLocus_605730" 22.0374965433281 7.75917065999462 1.90246883873973 4.0784745074377 4.53321718895512e-05 0.000446360188266766 "CHID1_XENTR" "chr_05"
"evgLocus_372707" 3239.98677279723 4.45781289694187 1.09322475992786 4.07767282661622 4.54887151628576e-05 0.000447630945705317 "COX1_AEDAE" NA
"evgLocus_623875" 19.0280904246089 7.54796185016057 1.85210405876559 4.07534437087257 4.59463020722402e-05 0.00045158809628757 "." "chr_12"
"evgLocus_284141" 42.8715931134132 4.29183150935983 1.05325469728767 4.07482778895941 4.60484104411152e-05 0.000452318704731003 "GEMI6_HUMAN" "chr_15"
"evgLocus_489322" 17.4401828670607 7.42468153911964 1.82243691614524 4.07404035406837 4.62044701240621e-05 0.000453304819542455 "SURF1_XENTR" "chr_Z"
"evgLocus_146591" 345.97202586117 5.22839321906051 1.28448295922583 4.07042629994228 4.69271856780061e-05 0.000459288549250004 "." "chr_26"
"evgLocus_660819" 86.5437909093756 5.13160668896795 1.26067920602216 4.07050950349199 4.69104272805547e-05 0.000459288549250004 "." "chr_08"
"evgLocus_346297" 73.2888162736836 3.83480753469137 0.942940755816551 4.0668594617809 4.7650959931095e-05 0.000465253916929145 "." "chr_01"
"evgLocus_282301" 125.341131854404 4.96441378925938 1.22102379370827 4.06577972914217 4.7872135294731e-05 0.000467043261865518 "." "chr_15"
"evgLocus_882819" 468.524874355167 8.12788521484765 1.99914286015792 4.06568503773942 4.78915784916748e-05 0.000467043261865518 "E75_MANSE" "chr_20"
"evgLocus_281889" 58.247161249655 5.84550273470476 1.43919002719794 4.06166150698375 4.87246914622852e-05 0.000474315795071594 "CD2B2_DROME" "chr_10"
"evgLocus_660064" 16.5355935972827 7.34907734905118 1.80970701521026 4.06092107025254 4.88794956486048e-05 0.000475538510234873 "FZ10A_XENLA" "chr_05"
"evgLocus_280566" 95.9354486252725 3.51365186677806 0.865770948611018 4.05840814180138 4.94083609171379e-05 0.000479823831780864 "." "chr_06"
"evgLocus_3163" 100853.386993336 3.04596481331946 0.750607837474976 4.05799761372863 4.94952735200647e-05 0.00048002871139987 "BBP_PIEBR" "chr_08"
"evgLocus_486027" 90.3375320900945 4.24291703142233 1.0455966169488 4.05789093293337 4.95178825464682e-05 0.00048002871139987 "." "chr_05"
"evgLocus_331342" 990.17637755257 5.74404258018734 1.41583920777148 4.05698793242803 4.97096493731818e-05 0.000481314714442116 "APLP_MANSE" "chr_28"
"evgLocus_763009" 52.5446343133812 5.68156400161985 1.40115762787057 4.05490709154152 5.01542333526114e-05 0.000485042662933865 "." NA
"evgLocus_226188" 138.191645212212 5.66833889795524 1.39810893673255 4.05428986900149 5.02868296816563e-05 0.000485748106877493 "." "chr_08"
"evgLocus_313287" 25.5304306485476 5.53417665929015 1.36500078987153 4.05433952885186 5.02761491046812e-05 0.000485748106877493 "." "chr_05"
"evgLocus_201739" 52.457944243419 3.86928695607176 0.954551628633622 4.05351249739146 5.04543032289215e-05 0.000487076930875054 "." "chr_15"
"evgLocus_758833" 164.74331328891 4.59264684071691 1.13349281664574 4.05176528097249 5.08326473247577e-05 0.000489858280669233 "ROA1_SCHAM" "chr_06"
"evgLocus_426303" 57.7464892518218 9.14993381585451 2.25879075894131 4.0508107179184 5.10404836734899e-05 0.000491279738242587 "IF20B_XENLA" "chr_20"
"evgLocus_398376" 1318.93183642524 4.5989284412332 1.13611186004738 4.04795390573724 5.16673179969917e-05 0.000496726057201303 "." "chr_13"
"evgLocus_759712" 51.8915761094546 4.58572127437771 1.13337858846612 4.04606309051937 5.20862005897652e-05 0.000499867921511441 "LOLA2_DROME" "chr_07"
"evgLocus_760179" 129.51390696662 6.9508080802838 1.7187518428786 4.0441021832695 5.25240093286219e-05 0.000502588728511126 "SPTCB_DROME" "chr_16"
"evgLocus_87845" 39.5874750936324 8.60673581002606 2.12894502156269 4.04272337841234 5.28339385773222e-05 0.000504456843758834 "." "chr_18"
"evgLocus_281375" 44.5218046971618 8.77591228547706 2.17094924393028 4.04243089054868 5.2899906737955e-05 0.000504496822170796 "LANC2_MOUSE" "chr_20"
"evgLocus_710685" 15.1823057066857 7.22282226255057 1.78677055534557 4.04238934928813 5.29092823448188e-05 0.000504496822170796 "RT16_DROME" NA
"evgLocus_644290" 46.3035932529499 5.33524760974519 1.32060027264773 4.04001704395254 5.34473172082739e-05 0.000508733493894769 "PENG_DROME" "chr_15"
"evgLocus_253948" 115.374036907123 7.97637158955485 1.97495283673792 4.03876560552689 5.37332259565247e-05 0.000510559695407212 "." "chr_01"
"evgLocus_321676" 187.648191543887 6.04173860295949 1.49665365078057 4.03683150060033 5.41779516452632e-05 0.000513586798891011 "." "chr_11"
"evgLocus_320686" 27.9617032900278 8.10599036085518 2.00871370597169 4.03541347717046 5.45062234915901e-05 0.000515797998712398 "EIF3B_BOMMO" "chr_15"
"evgLocus_80457" 51.8906243673494 4.82462530190178 1.19624610950024 4.03313771604857 5.50370033003617e-05 0.000519868069930169 "." "chr_22"
"evgLocus_311308" 128.093406072995 5.16192301578238 1.28008270350068 4.03249180827608 5.51885393374532e-05 0.000520741918684683 "." "chr_26"
"evgLocus_31740" 56.1456893897912 5.62985513578656 1.39624601721702 4.03213693458399 5.52719641969649e-05 0.000520925468120237 "." "chr_05"
"evgLocus_316711" 38.3782076207561 8.56329413511685 2.12611565237862 4.02767089623584 5.633211964678e-05 0.000528161159050798 "." "chr_04"
"evgLocus_67222" 14992.3871155013 3.00223754641148 0.745525643360337 4.02700775372311 5.64911703603057e-05 0.000528440666564009 "NOP53_DROME" "chr_09"
"evgLocus_265817" 15950.270539154 3.99926102805819 0.993287477489402 4.02628757403303 5.66643828839698e-05 0.000529636839691648 "RL35_RAT" "chr_01"
"evgLocus_281063" 104.391288696791 6.04398621086972 1.50206858843888 4.02377511745406 5.72726082782512e-05 0.000533605090629061 "." NA
"evgLocus_535505" 28.3792743855709 8.12388901637069 2.0191573168295 4.02340567951729 5.73625630426481e-05 0.000533984153992971 "AMPE_HUMAN" "chr_19"
"evgLocus_692200" 157.597826835233 4.99249388080174 1.2410447199955 4.02281545569111 5.75065548865698e-05 0.000534866792051786 "CBPC1_CHICK" "chr_10"
"evgLocus_422568" 35.786332069698 8.45901814214799 2.10294609162988 4.0224607638857 5.75932506123306e-05 0.000535367396959141 "." "chr_10"
"evgLocus_285116" 61.5752682610945 3.78263182634497 0.941445328490202 4.01789855647931 5.87194644399738e-05 0.000543973377627652 "DEI_DROME" NA
"evgLocus_27599" 104.105787651336 3.4159177496375 0.850808111247307 4.01490971287248 5.94685553190256e-05 0.000550286870412302 "RL12_MOUSE" "chr_14"
"evgLocus_388960" 271.351573640526 6.38482652179982 1.59255705635172 4.00916657669168 6.09334232223433e-05 0.000563201890237845 "RL24_PLUXY" NA
"evgLocus_690158" 10154.736815475 9.11751671987975 2.27585625418865 4.0061918247689 6.17055425587688e-05 0.000568402978570197 "." "chr_12"
"evgLocus_132310" 555.020417742661 4.55860591830458 1.1379904625513 4.00583842160195 6.17978841770593e-05 0.00056893179293815 "RL5_BOMMO" "chr_11"
"evgLocus_217540" 14.582156061113 7.16576111729595 1.78975946966445 4.0037565040175 6.23445348346286e-05 0.000573316258789814 "MCA3_HUMAN" "chr_14"
"evgLocus_850833" 22.7949513207361 7.80720071151272 1.95155821486466 4.00049593809024 6.32098722361219e-05 0.000579963931964778 "TITIN_DROME" "chr_Z"
"evgLocus_435789" 1633.06002366412 7.66324785195051 1.91837319391117 3.99465957733005 6.47872734141242e-05 0.000592767154394622 "." "chr_16"
"evgLocus_565283" 34.8191104459572 5.21046638994496 1.30504093290443 3.99256931991306 6.53612169196556e-05 0.000597682638266991 "." "chr_05"
"evgLocus_728343" 70.2491098996184 3.23707489730925 0.811719260621946 3.98792421757859 6.66539467204941e-05 0.0006077974111366 "." "chr_14"
"evgLocus_283609" 112.481018435411 5.43537968083084 1.36364320004166 3.98592511638294 6.72177104322721e-05 0.000611568509553064 "." "chr_03"
"evgLocus_5356" 49.7177907941452 4.95975626245082 1.24474331614181 3.9845614739463 6.76048548049179e-05 0.00061432494142513 "." "chr_Z"
"evgLocus_324334" 19815.3911228851 4.43092313653837 1.11213741689635 3.98415076160622 6.77218707561969e-05 0.000614439212888815 "RL37A_DROME" "chr_05"
"evgLocus_759865" 177.090636402154 3.75019558151994 0.941697707180459 3.98237730953856 6.82293485393236e-05 0.000618354574463787 "." "chr_05"
"evgLocus_363917" 127.775497218815 4.21687639345023 1.05902723316506 3.98183942904609 6.83839741802225e-05 0.000618723001943947 "." NA
"evgLocus_821851" 39.1518595967111 3.62360157666016 0.910333331167638 3.98052169748893 6.87641875832456e-05 0.000621472563252351 "CAND1_HUMAN" "chr_10"
"evgLocus_535135" 258.536202704905 3.41642140449754 0.858344563957089 3.98024470353415 6.88443644031428e-05 0.000621852090221621 "SF3B1_HUMAN" "chr_20"
"evgLocus_102240" 105.393659159846 2.95576602637373 0.74274364757776 3.97952380476507 6.90534457997084e-05 0.000623394910362556 "." "chr_08"
"evgLocus_321128" 30.4629531631385 8.22727470782295 2.06892727078449 3.97658961917175 6.99106591650936e-05 0.00063008577485485 "TXND_THEPA" NA
"evgLocus_791428" 15.2907229409891 7.23448246890646 1.8204624919588 3.97398051366729 7.06813483565766e-05 0.000635624759434128 "SMC4_XENLA" NA
"evgLocus_296777" 31.7369705333482 4.28900865402611 1.07955501073942 3.97294126872556 7.09905577128248e-05 0.000638053103151801 "GPKOW_MOUSE" "chr_04"
"evgLocus_644717" 134.467579572373 5.25912095506562 1.32426774502369 3.97134263431867 7.14687030345037e-05 0.000641642391190699 "." "chr_27"
"evgLocus_4430" 111.024296238839 4.46121304542008 1.12355288575499 3.9706302230912 7.16827623049831e-05 0.000642472588314331 "LYS1_CRAVI" "chr_05"
"evgLocus_603202" 180.057999585271 6.97263422517349 1.75618995425599 3.9703189329126 7.17764864017913e-05 0.000642472588314331 "." "chr_24"
"evgLocus_757568" 101.502647335497 5.69991701995507 1.43565768963731 3.9702479644678 7.17978699946017e-05 0.000642472588314331 "." NA
"evgLocus_764666" 42.438418474851 7.33103482877164 1.84644503611367 3.97035096381843 7.17668371018337e-05 0.000642472588314331 "." "chr_Z"
"evgLocus_281158" 33.3892594476474 6.10682827776158 1.53840884569854 3.96957433964095 7.20011410317785e-05 0.0006435842935475 "." "chr_26"
"evgLocus_175745" 33.214736344272 5.909397500982 1.4894499928012 3.96750312500807 7.26295600818292e-05 0.000648489591827122 "COA5_XENTR" "chr_18"
"evgLocus_456369" 665.406713183153 12.6773059017265 3.19652247004832 3.96596802322333 7.30986628107997e-05 0.000652320450705032 "." "chr_20"
"evgLocus_230201" 197.68711891544 6.32507371052424 1.59558111452197 3.9641191870206 7.36674419873095e-05 0.000657036122784952 "." "chr_12"
"evgLocus_825810" 62.9011315349004 3.21132296498448 0.810287822418169 3.96318798843702 7.39555000688962e-05 0.000659244266076652 "." NA
